customer_id;first_name;last_name;gender;DOB;job_title_id;job_industry_category_id;wealth_segment_id;deceased_indicator;owns_car;address;postcode_id;property_valuation
932;Yoko;Dowrey;Female;1989-07-20;81;7;3;N;No;5 Reindahl Point;697;2
933;Melany;L'oiseau;Female;1996-05-19;28;9;3;N;Yes;8882 Valley Edge Junction;135;8
934;Marcellus;Louisot;Male;1996-01-22;126;6;3;N;No;633 Cordelia Alley;494;7
935;Aldin;Cracker;Male;1994-09-12;34;7;3;N;Yes;32 Dennis Hill;224;9
936;Raffaello;Godleman;Male;1988-05-16;150;4;1;N;No;54905 Anniversary Pass;951;2
937;Nikolos;McKyrrelly;Male;1985-11-15;191;6;2;N;No;5 Gale Street;930;8
938;Corabelle;;Female;1996-04-06;156;9;3;N;No;5413 Burning Wood Plaza;889;8
939;Cristian;Theodoris;Male;1961-01-10;42;6;3;N;No;6183 Morrow Court;103;11
940;Marnia;Claesens;Female;1987-06-16;7;6;3;N;No;9 Colorado Trail;751;3
941;Tye;Doohan;Male;1995-02-02;137;3;2;N;Yes;627 Ronald Regan Alley;928;6
942;Shirley;Brook;Female;1974-02-07;18;3;3;N;Yes;93446 Eagle Crest Plaza;218;10
943;Holly;Gamett;Male;1979-09-17;32;8;2;N;Yes;9 Clyde Gallagher Plaza;476;7
944;Anderea;Dallewater;Female;1976-01-12;#Н/Д;6;3;N;No;56709 Petterle Street;297;6
945;Hebert;Bernocchi;Male;1998-08-26;126;7;1;N;Yes;221 Coolidge Parkway;5;9
946;Bettina;Farrer;Female;1961-07-17;51;6;1;N;No;33564 Jana Court;888;5
947;Hyacinth;Naldrett;Female;1986-03-10;173;4;3;N;No;7 Starling Crossing;364;9
948;Yardley;Argo;Male;1969-08-09;137;7;2;N;No;283 Ryan Street;740;7
949;Jarid;Grebner;Male;1975-09-07;24;4;3;N;Yes;97 Aberg Pass;966;1
950;Bret;Ivakhnov;U;;48;5;1;N;Yes;0 Menomonie Avenue;626;6
951;Meryl;Dumbar;Male;1999-09-29;72;2;3;N;No;20 Carpenter Parkway;174;9
952;Marina;Andresen;Female;1971-06-13;158;3;2;N;Yes;14796 Ramsey Street;61;12
953;Jasmin;Brodeur;Female;1979-05-23;#Н/Д;7;3;N;No;1346 Forest Dale Point;558;10
954;Alain;Immins;Male;1995-02-28;64;6;3;N;Yes;217 Meadow Vale Point;17;12
955;Teresina;Gibbie;Female;1989-10-01;176;4;3;N;Yes;341 Saint Paul Lane;30;9
956;Ezechiel;Pettecrew;Male;1960-09-26;192;6;3;N;Yes;7823 Village Green Park;487;8
957;Jamima;Gannan;Female;1994-08-20;183;6;2;N;Yes;382 Dayton Lane;138;8
958;Kristofor;Saulter;Male;1964-01-14;12;4;1;N;No;4 Kennedy Trail;594;8
959;Katharina;Jennins;Female;1986-10-26;57;7;2;N;Yes;4364 Gale Park;178;10
960;Lannie;Crumley;Male;1968-10-10;27;4;3;N;Yes;2379 Dorton Pass;80;12
961;Rosamund;Shelton;Female;1986-08-10;8;3;3;N;No;5 Hintze Hill;380;1
962;Granger;Tuftin;Male;1977-09-07;63;7;1;N;Yes;58 High Crossing Place;882;10
963;Valery;Haresign;Female;1968-07-28;13;7;1;N;Yes;1 Ridgeway Court;673;5
964;Rhetta;Grellier;Female;1994-01-24;9;3;1;N;No;00 Park Meadow Terrace;306;6
965;Meggie;Whitchurch;Female;1997-06-18;60;9;1;N;Yes;29419 Harper Circle;879;5
966;Krystyna;Linning;Female;1978-11-05;150;9;1;N;Yes;1601 Judy Drive;21;10
967;April;Causon;Female;1999-10-04;141;6;2;N;Yes;7628 Larry Trail;698;7
968;Wayne;Woodfin;Male;1955-06-16;100;5;1;N;Yes;004 Lawn Trail;895;5
969;Jo;Mallinar;Female;1978-09-19;169;4;1;N;Yes;42 Dahle Parkway;757;7
970;Kellyann;Hawton;Female;1980-06-26;157;3;1;N;Yes;1472 Meadow Vale Lane;812;7
971;Sarge;Lerohan;Male;1988-10-25;79;6;1;N;No;95 Old Gate Junction;414;8
972;Dena;Crewdson;Female;1981-07-23;47;9;3;N;Yes;55 Fairfield Court;625;8
973;Annabella;Hebron;Female;1979-08-02;78;4;1;N;No;92 Bunker Hill Trail;357;7
974;Mellicent;Dollin;Female;1991-06-07;6;7;3;N;Yes;1 Boyd Junction;310;1
975;Goldarina;Rzehorz;U;;106;5;3;N;No;938 Monica Park;622;9
976;Andonis;Slimmon;Male;1971-10-21;81;3;2;N;No;26204 Monument Alley;246;8
977;Olga;Dyke;Female;1959-11-30;91;7;1;N;Yes;36 Grayhawk Plaza;27;9
978;Erena;Escalero;Female;1982-01-31;38;7;1;N;No;8276 Hudson Trail;226;6
979;Kayla;Falkingham;Female;1959-12-25;13;6;1;N;No;3638 Starling Alley;22;11
980;Max;Gronaver;Female;1978-01-23;174;4;3;N;No;7380 Canary Pass;558;7
981;Bud;Smittoune;Male;1973-02-19;#Н/Д;9;3;N;No;9 Debs Trail;924;4
982;Tibold;Bonwell;Male;1960-02-12;122;4;1;N;Yes;82 Shasta Drive;986;3
983;Shaylyn;Riggs;U;;#Н/Д;5;2;N;No;9 Goodland Center;883;9
984;Luciano;Weddup;Male;1954-03-25;44;6;2;N;No;4 Amoth Trail;866;6
985;Aryn;O'Halloran;Female;1970-09-30;28;9;1;N;No;730 Butternut Trail;805;4
986;Barnard;Stranks;Male;1994-10-05;172;6;3;N;Yes;21780 Service Park;358;7
987;Lars;Keher;Male;1974-08-29;142;3;2;N;Yes;00745 Huxley Center;744;9
988;Andree;Simonato;Female;1981-01-15;18;6;1;N;No;45 Hazelcrest Junction;526;9
989;Caralie;Morfett;Female;1982-05-24;47;3;3;N;No;84019 Porter Trail;456;3
990;Melissa;Purple;Female;1976-04-13;7;6;3;N;Yes;64211 Laurel Alley;587;10
991;Lenna;Coales;Female;1991-11-29;121;3;3;N;Yes;31369 Meadow Valley Road;812;5
992;Cordelia;Hawkeswood;Female;1958-11-25;#Н/Д;8;3;N;Yes;8298 Texas Alley;176;10
993;Reine;Semken;Female;1977-02-18;1;1;1;N;No;1 Continental Center;136;9
994;Rhetta;Kupker;Female;1977-11-14;84;2;2;N;Yes;0465 Melrose Alley;423;9
995;Urbano;Mews;Male;1965-11-12;30;4;3;N;Yes;5357 Mcguire Plaza;526;9
996;Aura;Bemlott;U;;8;5;3;N;Yes;4757 Texas Trail;580;9
997;Ambros;Kernes;Male;1981-07-03;93;10;3;N;Yes;27 Sunfield Center;989;3
998;Petunia;Dufton;Female;1965-12-13;150;6;2;N;Yes;656 Bartelt Parkway;570;12
999;Dido;Leyburn;Female;1988-04-10;137;7;1;N;No;610 Lakewood Gardens Point;831;7
1000;Paulie;Castelot;Female;1978-08-07;110;3;3;N;No;61 Lukken Plaza;631;6
1001;Finley;Vost;Male;1979-08-27;48;9;3;N;No;67 Holmberg Way;158;9
1002;Pacorro;De Clairmont;Male;1978-08-30;14;7;3;N;Yes;3383 Fair Oaks Circle;502;8
1003;Mariann;O'Geaney;Female;1968-02-03;131;3;1;N;No;2 Vermont Avenue;57;12
1004;Colas;Pumfrett;Male;1975-07-09;14;5;1;N;No;486 Atwood Pass;56;12
1005;Kalila;Birtwistle;Female;1967-09-15;115;5;1;N;Yes;05 Loftsgordon Pass;916;9
1006;Norbert;Gotcher;Male;1977-08-10;136;10;2;N;Yes;570 Butternut Pass;279;4
1007;Cord;Warriner;Male;1996-06-08;#Н/Д;9;3;N;No;63 Grayhawk Pass;424;9
1008;Lorry;Booley;Female;1975-11-10;93;7;3;N;No;44594 5th Street;889;9
1009;Nolie;Orring;Female;1957-05-09;51;6;1;N;Yes;495 Elmside Drive;171;8
1010;Leighton;Ebbles;Male;1963-01-26;37;3;2;N;No;9 Macpherson Avenue;340;8
1011;Cymbre;Janos;Female;1985-07-19;171;4;1;N;Yes;738 Division Street;480;8
1012;Anna-diane;Preddle;Female;1955-05-20;89;7;1;N;Yes;5 Sheridan Circle;784;11
1013;Corissa;Zienkiewicz;Female;1976-09-06;41;9;1;N;No;42 Lunder Drive;22;11
1014;Miller;Faloon;Male;1960-10-14;53;8;3;N;Yes;3 Hayes Court;556;10
1015;Toiboid;Sorrel;Male;1955-04-01;161;4;3;N;No;711 Sachtjen Point;350;8
1016;Adrian;Prettyjohns;Male;1959-08-12;32;5;3;N;Yes;16395 Nevada Lane;135;10
1017;Jacquenette;Pluthero;Female;1979-01-09;72;2;1;N;No;0996 Cody Terrace;415;8
1018;Matthiew;Ferreras;Male;1994-11-27;28;6;3;N;Yes;80424 Corben Alley;126;10
1019;Ignazio;Milby;Male;1973-11-19;124;6;3;N;Yes;37208 Golf View Terrace;135;8
1020;Natala;Thorndale;Female;1975-11-10;#Н/Д;5;2;N;No;1128 Golden Leaf Center;567;9
1021;Elvis;Rixon;Male;1977-10-02;35;9;1;N;No;4885 Stone Corner Alley;502;8
1022;Suzann;Wilks;Female;1990-03-04;8;3;2;N;Yes;66 Hudson Crossing;144;10
1023;Iseabal;Fullbrook;Female;1991-07-23;#Н/Д;3;2;N;Yes;5287 Wayridge Alley;61;12
1024;Rhodia;D'Onise;Female;1992-06-05;177;4;1;N;Yes;15393 Cody Lane;44;9
1025;Ario;Jeromson;Male;1997-07-30;86;5;3;N;Yes;1 Mcbride Center;322;6
1026;Vernon;Hakking;Male;1994-07-29;#Н/Д;3;2;N;No;4870 Shelley Alley;669;7
1027;Rolando;Sherewood;Male;1966-10-07;153;3;2;N;No;65634 Del Mar Crossing;816;7
1028;Thorn;Torfin;Male;1999-08-11;47;7;1;N;No;8572 Melvin Drive;592;11
1029;Forbes;Londors;Male;1997-02-15;158;7;3;N;No;5549 Bay Point;823;9
1030;Nariko;Dummigan;Female;1962-05-05;166;4;3;N;No;9 Forest Circle;269;3
1031;Roi;Ogden;Male;1983-09-15;31;6;3;N;No;6 Kedzie Hill;201;9
1032;Maribelle;Werndly;Female;1978-07-18;24;7;3;N;Yes;60601 Hoffman Court;38;12
1033;Jacob;Claringbold;Male;1995-01-06;#Н/Д;7;2;N;Yes;1715 Scoville Drive;27;11
1034;Denney;Cretney;Male;1976-05-12;#Н/Д;7;1;N;Yes;85 Laurel Trail;761;6
1035;Kara-lynn;Doddridge;Female;1976-11-02;40;9;2;N;Yes;3082 Almo Center;309;4
1036;Randene;Ingle;Female;1969-11-28;131;3;3;N;Yes;27135 Melvin Plaza;942;8
1037;Sissie;Rielly;Female;1956-08-08;124;3;3;N;No;40 Kinsman Pass;56;10
1038;Fraser;Acome;U;;189;6;3;N;Yes;094 Green Road;202;11
1039;Nona;Diamant;Female;1975-03-14;#Н/Д;7;1;N;Yes;91 Spohn Plaza;952;7
1040;Jacenta;Wedlock;Female;1975-03-04;166;4;1;N;No;5 Jana Drive;951;1
1041;Free;Bonniface;Male;1959-05-25;#Н/Д;8;2;N;No;201 Pepper Wood Avenue;145;11
1042;Isacco;Woodwind;Male;1976-01-14;192;6;1;N;Yes;4408 Haas Way;166;9
1043;Giorgi;Hurford;Male;1986-10-20;141;3;3;N;Yes;6 Pawling Trail;456;7
1044;Frederico;Whilder;U;;166;4;1;N;No;31111 Hoepker Road;492;9
1045;Aeriel;Everest;Female;1986-05-08;#Н/Д;3;3;N;Yes;79 Lighthouse Bay Lane;535;8
1046;Shir;Clevely;Female;1955-07-23;107;7;2;N;No;2354 Forster Road;120;11
1047;Standford;Tanswill;Male;1978-09-03;157;3;2;N;No;5271 Vernon Court;658;10
1048;Braden;Lamming;Male;1976-06-08;83;7;2;N;No;06 Declaration Hill;635;11
1049;Fraser;Gaenor;Male;1996-03-02;88;8;3;N;No;07716 5th Alley;226;5
1050;Marjie;Ghion;Female;1973-07-29;88;10;3;N;Yes;10 Pennsylvania Hill;108;11
1051;Xylia;Lange;Female;1977-09-29;29;8;1;N;Yes;2330 Huxley Crossing;364;10
1052;Dela;Flannigan;Female;1986-02-02;31;3;1;N;No;5811 Hanson Lane;231;7
1053;Davon;Stanyland;Male;1962-05-20;#Н/Д;6;3;N;Yes;7 Main Crossing;56;12
1054;Natal;Matiewe;Male;1983-08-09;192;6;3;N;Yes;682 Spenser Plaza;793;6
1055;Danell;Rose;Female;1988-06-08;78;6;3;N;No;1149 Riverside Parkway;9;11
1056;Kendricks;Markel;Male;1966-12-18;90;6;2;N;No;1176 Pine View Lane;102;11
1057;Laryssa;Durdle;Female;1969-04-06;174;4;3;N;No;22 Sachtjen Avenue;127;12
1058;Gretel;Gionettitti;Female;1987-10-24;175;9;2;N;Yes;6 Pankratz Crossing;217;11
1059;Chantal;Plante;Female;1968-02-16;68;2;1;N;Yes;6988 Acker Crossing;204;10
1060;Vanda;Boadby;Female;1961-11-23;10;1;2;N;Yes;9993 Mccormick Street;211;8
1061;Anderson;;Male;1988-11-07;150;3;3;N;No;7 Holmberg Circle;11;9
1062;Tish;Mowett;Female;1975-09-28;31;7;3;N;No;7 Village Green Circle;556;10
1063;Terrence;Geck;Male;1987-03-01;102;3;2;N;Yes;4044 Tennessee Parkway;261;9
1064;Thornie;Andrusov;Male;1977-06-13;84;2;2;N;Yes;4297 Emmet Lane;165;8
1065;Chilton;Ghirigori;Male;1962-06-27;86;3;3;N;Yes;6 Sycamore Drive;816;7
1066;Hailey;Ricciardi;Male;1995-10-06;48;10;1;N;No;6 Barby Road;902;4
1067;Berri;Cotillard;Female;1965-05-17;21;3;3;N;Yes;37495 Summerview Park;376;7
1068;Frazer;Searston;Male;1995-03-21;#Н/Д;4;3;N;Yes;3 Center Crossing;308;3
1069;Reese;Titterington;Male;1976-04-15;159;10;3;N;No;19386 Burrows Way;218;10
1070;Albert;Gomery;Male;1995-06-04;3;7;3;N;No;4 Quincy Trail;442;3
1071;Chrisy;Miranda;Male;1986-12-29;#Н/Д;9;1;N;No;69881 Westport Parkway;459;1
1072;Curt;Petrello;Male;1957-06-01;142;3;1;N;Yes;44 Ramsey Road;331;9
1073;Elbertina;Donne;Female;1980-02-25;10;7;2;N;Yes;12764 Raven Plaza;807;7
1074;Griswold;Juett;Male;1974-07-14;182;7;1;N;Yes;356 Petterle Way;175;9
1075;Cullin;Elcoate;Male;1967-07-25;7;6;1;N;No;2827 Fallview Lane;54;9
1076;Siegfried;Trattles;Male;2000-06-06;173;4;2;N;No;7 Del Sol Road;889;9
1077;Sheba;Este;Female;1955-10-11;#Н/Д;10;3;N;Yes;05415 Basil Junction;306;8
1078;Abe;Pilley;Male;1976-06-05;24;6;3;N;No;09 Warbler Court;859;9
1079;Dennie;L' Anglois;Male;1978-01-03;38;6;3;N;No;847 David Hill;813;8
1080;Monah;Talbot;Female;1999-12-26;150;8;3;N;Yes;24596 Hoepker Avenue;267;4
1081;Marga;Cradduck;Female;1985-10-21;177;4;3;N;No;75 Mesta Hill;932;7
1082;Guinevere;Kelby;U;;121;3;3;N;Yes;7258 Mandrake Terrace;583;9
1083;Chadd;Fowlds;Male;1996-08-07;63;7;2;N;No;84741 Scoville Terrace;486;5
1084;Serena;Jagson;Female;1994-05-18;101;9;2;N;No;04328 Rowland Plaza;702;9
1085;Lucho;Strafen;Male;1975-09-12;83;4;3;N;No;332 Maywood Crossing;580;9
1086;Ezechiel;Parnall;Male;1989-06-21;58;8;3;N;Yes;6026 Graceland Crossing;111;11
1087;Lian;Madrell;Female;1979-09-18;121;3;3;N;Yes;0 Fremont Court;478;7
1088;Andy;Polgreen;Female;1989-07-21;115;7;1;N;Yes;5515 Artisan Center;684;3
1089;Korney;Hess;Female;1988-09-17;42;8;2;N;No;0 Nevada Pass;202;10
1090;Lorettalorna;;Female;1975-07-15;77;10;2;N;No;06 Heffernan Junction;827;7
1091;Keith;Housden;Male;1980-04-15;#Н/Д;4;3;N;No;04 Onsgard Center;94;9
1092;Katlin;Creddon;Female;1935-08-22;64;9;3;N;No;37 Division Way;144;9
1093;Clarita;Penright;Female;1996-09-13;14;7;2;N;No;9623 Fisk Plaza;157;8
1094;Shaughn;Salters;Male;1975-12-27;164;4;1;N;No;9419 Homewood Way;153;9
1095;Emelda;Gerler;Female;1958-08-29;47;4;3;N;No;26349 Spaight Junction;410;8
1096;Jakie;Mungham;Male;1969-11-29;56;4;1;N;No;1063 Forest Avenue;933;3
1097;Gwenora;Grabbam;Female;1968-01-31;20;3;3;N;Yes;548 Dahle Lane;70;11
1098;Maure;Crow;Female;1989-02-01;6;3;3;N;Yes;4 Barby Road;383;3
1099;Jarrett;Maffia;Male;1975-01-13;62;6;2;N;Yes;258 Luster Court;145;10
1100;Cord;Braundt;Male;1983-01-02;189;6;3;N;No;22669 Lien Center;361;6
1101;Haily;McWilliams;Female;1968-12-22;143;7;3;N;No;9 Autumn Leaf Court;397;4
1102;Stephana;Puzey;Female;1976-08-17;137;6;2;N;No;9 Superior Plaza;637;11
1103;Glynnis;Sailor;Female;1978-01-30;120;3;1;N;Yes;86603 Dexter Road;157;9
1104;Jewelle;Pincott;Female;1959-12-31;45;9;3;N;No;8 Ridgeview Park;268;5
1105;Sherman;McCusker;Male;1990-02-10;25;7;3;N;No;4754 Ramsey Junction;573;9
1106;Sibyl;Bigmore;Female;1962-12-17;88;9;3;N;No;9 Dayton Alley;744;7
1107;Maridel;Whitby;Female;1974-07-17;177;4;1;N;No;08 Carey Center;680;6
1108;Ginnie;Farriar;Female;1962-03-06;164;4;3;N;No;915 Thackeray Junction;185;11
1109;Nestor;Billingsley;Male;1989-09-01;95;2;1;N;No;515 3rd Road;34;12
1110;Lazar;Cherryman;Male;1991-03-17;30;9;1;N;No;184 Roth Pass;881;7
1111;Zach;Maynard;Male;1960-03-04;18;7;1;N;Yes;84 Porter Alley;144;10
1112;Jarrett;Chiplin;Male;1981-05-22;#Н/Д;7;3;N;Yes;79494 Ruskin Circle;340;9
1113;Dorie;Willock;Male;1992-06-24;48;8;3;N;No;98 Schiller Junction;400;9
1114;Evonne;Southan;Female;1976-06-03;60;9;3;N;No;20519 Katie Circle;142;8
1115;Merola;Stutard;Female;1970-01-18;1;7;1;N;Yes;2273 Oneill Place;108;11
1116;Tori;Coche;Female;1974-06-26;8;4;3;N;Yes;03 6th Alley;163;9
1117;Georgena;Guilaem;Female;1975-12-01;86;7;2;N;No;8548 Hanover Park;58;11
1118;Colline;Coulman;Female;1975-12-19;196;9;3;N;Yes;4079 Lindbergh Center;476;8
1119;Lemmy;Bennit;Male;1976-10-09;#Н/Д;2;3;N;Yes;338 Grasskamp Lane;367;7
1120;Jacquelyn;Rowlinson;Female;1980-08-31;66;9;2;N;No;0355 3rd Drive;108;11
1121;Dione;Raithby;Female;1984-01-21;174;4;3;N;Yes;0182 Esker Center;412;9
1122;Gerladina;Carney;Female;1985-12-19;#Н/Д;7;3;N;No;48 Sheridan Road;637;11
1123;Dominick;Downey;Male;1962-06-18;#Н/Д;8;3;N;No;1879 Mitchell Center;188;10
1124;Eben;Threader;Male;1965-02-03;168;4;2;N;Yes;81114 7th Place;989;4
1125;Raff;Everley;Male;1990-01-19;89;5;2;N;No;1 Nevada Park;894;8
1126;Atlante;Sonley;Female;1973-09-27;24;7;3;N;No;6 Buell Point;52;12
1127;Elly;Ormshaw;Female;1991-02-27;41;3;3;N;No;4284 Debra Drive;981;3
1128;Kirsten;Longman;Female;1992-04-12;120;3;3;N;Yes;8 Hansons Street;531;7
1129;Hercule;;Male;1977-06-29;94;2;3;N;Yes;7674 Roxbury Junction;982;4
1130;Juli;Prine;Female;1964-12-06;141;7;3;N;No;771 Sugar Way;71;11
1131;Sigmund;Barkworth;Male;1956-08-07;94;7;3;N;No;1792 Judy Road;349;6
1132;Coriss;Darkott;Female;1985-08-01;102;3;2;N;Yes;92 Melvin Hill;137;9
1133;Forrester;McFetridge;Male;1968-01-26;#Н/Д;6;2;N;No;592 Merry Lane;635;3
1134;Sullivan;Scullion;Male;1994-09-30;6;3;2;N;No;6 Dapin Park;926;6
1135;Mireielle;Avrasin;Female;1980-05-03;148;3;3;N;Yes;03 Holmberg Park;852;2
1136;Ivan;Blackhall;Male;1977-08-31;24;8;1;N;No;8587 Graceland Way;188;10
1137;Jermayne;Hryniewicki;Male;1977-07-03;14;7;3;N;No;91 Messerschmidt Trail;611;11
1138;Elli;Loxdale;Female;1991-09-21;153;9;3;N;Yes;5998 Bayside Terrace;339;9
1139;Shellysheldon;Wickey;Male;1982-09-15;19;6;3;N;Yes;107 Moland Court;371;5
1140;Deana;Rathbourne;Female;1986-02-25;24;7;3;N;Yes;4439 7th Terrace;169;9
1141;Shannah;Gritsaev;Female;1981-09-19;#Н/Д;3;1;N;Yes;2272 Dennis Alley;613;10
1142;Michal;Paiton;Male;1998-05-07;17;10;3;N;No;0 Scofield Plaza;654;4
1143;Goraud;Boissieux;Male;1955-03-06;130;4;3;N;Yes;51152 Brickson Park Crossing;423;9
1144;Damon;Phelip;Male;1996-12-12;22;4;1;N;Yes;4668 Coleman Street;153;5
1145;Korella;Begin;Female;1965-09-26;#Н/Д;8;3;N;Yes;8 Moland Junction;138;7
1146;Hadleigh;Birley;Male;1992-08-31;9;3;1;N;No;1 Raven Junction;925;4
1147;Tate;Studholme;Male;1968-07-09;82;2;1;N;Yes;40570 Acker Alley;160;9
1148;Inigo;Ojeda;Male;1987-09-28;58;3;1;N;No;893 Petterle Trail;939;10
1149;Ki;Odo;Female;1967-09-30;118;7;2;N;Yes;84 Monument Terrace;852;4
1150;Bernelle;Warwick;Female;1975-09-26;30;3;3;N;Yes;0103 Bay Junction;210;11
1151;Brena;Amburgy;Female;1965-04-06;63;1;1;N;Yes;9618 Havey Place;393;1
1152;Humfrid;Ducket;Male;1998-06-23;14;3;3;N;Yes;098 Veith Hill;933;3
1153;Mirilla;Lothlorien;Female;1995-01-17;17;4;3;N;Yes;03058 Shoshone Lane;81;12
1154;Chase;Youd;Male;1974-11-24;176;4;3;N;Yes;7975 Browning Plaza;495;4
1155;Janetta;Hartrick;Female;1994-01-15;94;8;3;N;Yes;154 Cambridge Point;713;8
1156;Breena;Risebrow;Female;1997-10-16;33;1;3;N;Yes;3 Sachs Point;226;7
1157;Saunder;Camerati;Male;1974-04-03;176;4;2;N;Yes;0386 Mayfield Way;848;7
1158;Butch;Geertje;Male;1985-02-17;54;7;3;N;Yes;24 Merchant Plaza;488;10
1159;Elbert;Bridgement;Male;1993-01-28;84;2;3;N;No;353 Oneill Park;592;9
1160;Trisha;Nisuis;Female;1965-04-08;150;5;2;N;No;92867 Lukken Lane;588;9
1161;Sibylle;Cutsforth;Female;1977-01-14;54;9;3;N;No;11 Corscot Plaza;393;1
1162;Ambrose;Raiston;Male;1990-04-13;33;7;3;N;Yes;13 Buhler Plaza;369;8
1163;Manolo;Dwire;Male;1981-11-13;113;3;1;N;Yes;72673 Mayfield Trail;879;6
1164;Gilligan;Mowat;Female;1977-01-09;166;4;3;N;Yes;42739 Moose Pass;703;8
1165;Fanni;Wakelin;Female;1993-06-23;6;3;1;N;No;3 Atwood Lane;144;10
1166;Fannie;Devil;Female;1972-12-05;136;4;2;N;No;378 Prentice Point;822;9
1167;Elberta;Crickett;Female;1996-06-03;89;4;3;N;No;95 Forest Run Drive;859;8
1168;Iosep;Shaddick;Male;1965-02-16;173;4;2;N;No;20 Main Road;220;9
1169;Kessiah;Corden;Female;1967-08-09;102;3;3;N;Yes;71 Cherokee Hill;117;7
1170;Lari;Rotte;Female;1964-11-30;9;5;3;N;Yes;698 Summer Ridge Way;342;7
1171;Ilise;Solloway;Female;1971-08-15;126;7;2;N;Yes;79 Grasskamp Center;165;9
1172;Smith;Babbs;Male;1974-04-12;48;7;3;N;Yes;6541 Dahle Junction;198;9
1173;Gertie;Chaim;Female;1978-03-02;58;9;1;N;No;858 Swallow Parkway;140;8
1174;Shellysheldon;Gooderridge;U;;24;5;3;N;No;0005 Independence Drive;108;9
1175;Paige;Hodgin;Male;1985-09-22;126;7;3;N;No;525 Kedzie Street;802;8
1176;Celia;Dockerty;Female;1976-01-16;148;7;2;N;Yes;03890 Logan Court;400;8
1177;Bobbette;Pozzi;Female;1953-08-31;166;4;2;N;Yes;8 Clyde Gallagher Court;887;8
1178;Angelo;Byne;Male;1970-05-26;173;4;3;N;No;62 Elka Terrace;293;3
1179;Kerry;Pashenkov;Male;1988-08-15;36;3;1;N;Yes;85931 Johnson Alley;496;6
1180;Gaye;Quickenden;Female;1975-08-17;97;3;2;N;No;63588 Clove Court;10;9
1181;Brita;Plant;Female;1978-06-06;62;1;3;N;No;86 Stang Way;200;10
1182;Carolann;Ottiwill;Female;1975-01-11;78;5;3;N;Yes;84 Westridge Hill;51;10
1183;Joe;Shalliker;Male;1958-11-14;127;7;2;N;No;53740 Vera Parkway;731;1
1184;Auberta;Teodori;Female;1968-10-07;177;4;3;N;No;2 Ramsey Parkway;96;11
1185;Xena;Rossbrooke;Female;2000-07-23;63;7;3;N;Yes;651 Mesta Drive;622;9
1186;Brantley;Cecchi;Male;1977-05-28;28;6;2;N;Yes;1 Merrick Parkway;447;2
1187;Antonino;Hogben;Male;1998-10-21;#Н/Д;3;3;N;No;135 Crest Line Drive;41;10
1188;Sally;Cominoli;Female;1984-02-23;58;7;2;N;Yes;63576 Anzinger Trail;163;9
1189;Mart;Bazoche;Male;1988-08-29;79;4;1;N;Yes;05 Charing Cross Plaza;264;5
1190;Sib;Gilby;Female;1968-09-07;9;3;2;N;Yes;261 Farmco Drive;844;4
1191;Merrielle;Vegas;Female;1996-05-22;18;7;3;N;Yes;0 Northport Hill;500;8
1192;Hollyanne;McCarter;Female;1969-12-12;64;6;3;N;No;894 Maple Wood Drive;227;10
1193;Quintus;Whear;Male;1986-01-21;139;9;1;N;No;05 Daystar Lane;358;8
1194;Audry;Scurrey;Female;1992-03-25;31;10;2;N;No;81167 Division Hill;457;1
1195;Ally;Folliott;Female;1978-03-22;94;10;3;N;No;761 Bellgrove Lane;351;7
1196;Phillie;Bradforth;Female;1998-03-19;176;4;3;N;No;614 Shopko Trail;912;3
1197;Isobel;Lampett;Female;1997-10-16;43;3;1;N;Yes;1911 Waxwing Point;415;9
1198;Alina;Rickson;Female;1973-09-30;196;9;1;N;No;0 Kedzie Junction;147;10
1199;Ludovico;Bertot;Male;1958-06-14;157;3;2;N;Yes;0108 Forster Parkway;804;6
1200;Hedda;Lathom;Female;1974-04-30;84;2;1;N;No;466 Briar Crest Junction;210;10
1201;Stephani;Mellhuish;Female;1955-11-28;#Н/Д;6;3;N;No;6072 Ridge Oak Junction;210;10
1202;Rollie;;Male;1992-02-26;196;9;3;N;Yes;31445 Morningstar Drive;700;5
1203;Claresta;Carnier;Female;1988-05-06;156;4;2;N;No;22619 Schurz Street;265;4
1204;Trudy;Huffy;Female;1971-03-24;53;6;2;N;Yes;61 Kim Avenue;73;10
1205;Barton;Baudts;Male;1978-06-05;14;6;2;N;No;12103 Merchant Circle;524;9
1206;Lucina;Metcalf;Female;1978-05-07;131;3;3;N;No;3 Porter Center;220;9
1207;Mabel;Marousek;Female;1997-09-25;21;4;3;N;No;7 Luster Trail;2;8
1208;Lira;Durn;Female;1983-12-26;75;3;3;N;No;7 Dahle Avenue;377;9
1209;Jacky;Jerosch;Male;1977-09-06;53;8;1;N;Yes;7 Magdeline Trail;492;10
1210;Shandie;Sprigg;U;;135;5;3;N;No;275 Lindbergh Parkway;77;11
1211;Gunar;Petasch;Male;1978-07-23;158;3;2;N;Yes;592 Tennessee Alley;221;10
1212;Cindy;Freeborn;Female;1968-10-24;32;8;2;N;No;0 American Ash Parkway;625;7
1213;Matthieu;Schruur;Male;1973-10-21;180;7;1;N;No;387 Pawling Drive;372;4
1214;Martino;Shalcros;Male;1989-05-01;83;8;1;N;No;0 Evergreen Road;494;7
1215;Dyann;Turbard;Female;1967-02-26;64;6;3;N;No;51529 Cascade Place;711;4
1216;Frank;Vallerine;Female;1959-06-25;56;10;2;N;Yes;457 Ryan Road;664;7
